Artist,Title,Grammar,Vocabulary,Culture,Country,Other,,,,,,
"Sariñana, Ximena",Tú y yo,,,,México,,,,,,,
"Sariñana, Ximena y Bosé, Miguel",Aire Soy,"hay, habrá, hubo","sin, nada, nadie",,"México, Panamá",http://www.youtube.com/watch?v=hnCQlCqjvqo&feature=branded,,,,,,
"Sasha, Ben & Erik",Sin ti,object pronouns,,,México,http://www.youtube.com/watch?feature=player_embedded&v=2Hzxs4fIA_M,,,,,,
"Schajris, Noel & Legend, No importa",,,,Spanish/English lyrics,"Argentina (but he's a Mexican citizen now), U.S.",http://www.youtube.com/watch?v=lis4uyzpxo4&feature=related,,,,,,
Selena,Amor Prohibido,"present indicative, present subjunctive, future",,,U.S.,http://www.youtube.com/watch?v=U2EDkqiYEiw&feature=related,,,,,,
Selena,Baila esta cumbia,"present indicative, subjunctive","baila, ritmo",,U.S.,"so many versions available, http://www.youtube.com/watch?v=k_8j5LF9keM",,,,,,
Selena,Biddi Biddi Bom Bom,present indicative,"se emociona, empieza a",,U.S.,http://www.youtube.com/watch?v=LbzEgfCwzJU&feature=related,,,,,,
Selena,Como la flor,"present indicative, preterite","flor, amor, sé",,U.S.,"http://www.youtube.com/watch?v=_4leuLBxvJw&feature=related, from the movie, http://www.youtube.com/watch?v=-ebWatejG70&feature=related",,,,,,
Selena,Dreaming of You,,,,U.S.,,,,,,,
Selena,I Could Fall In Love,,,,U.S.,from the movie http://www.youtube.com/watch?v=LTgxHJMdvoI&feature=related,,,,,,
Selena ft. Samo,Amor Prohibido,,,Samo de Camila,U.S./Mexico,http://www.youtube.com/watch?feature=player_embedded&v=KaOKGWqxX5A,,,,,,
Sesame Street,Bomba,,,bomba illustration/explanation,U.S./Puerto Rico,http://www.youtube.com/watch?feature=player_embedded&v=-EfGR4IrPrE,,,,,,
Sesame Street,Classic Market Song,,food,,U.S.,http://www.youtube.com/watch?feature=player_embedded&v=JGumYwBY888#,,,,,,
Sesame Street,Te quiero  Elmo y Rosita,,,,U.S.,http://www.youtube.com/watch?v=ZsQqLHKhv6w&feature=channel_video_title,,,,,,
Sevilla,Aquellas Corraleras de Triana,,,"Sevillanas,",Spain,https://www.youtube.com/watch?v=EH_5BYiVEMI&feature=player_embedded,,,,,,
Sevilla,Buñuelos y Sevillanas,,,"food, dance",Spain,https://www.youtube.com/watch?v=1tO62kQoxKo&feature=player_embedded#at=114,,,,,,
Sevilla,"Ecos de las marismas, que me busquen en Sevilla",,,,great view of the city/culture,http://www.youtube.com/watch?v=YZNd3Cd-mnI&feature=player_embedded#at=20,,,,,,
Sevilla,"Sevilla, Arturo Pareja Obregón",,,,Spain,https://www.youtube.com/watch?v=X43UCK0H790&feature=player_embedded#at=24,,,,,,
Sevilla,Vivo en Sevilla,,,"La Giralda, vistas de Sevilla",Spain,https://www.youtube.com/watch?v=BIdyumU-61c&feature=player_embedded,,,,,,
Shakira,Antes de las seis,"future; preterite,imperfect, present",antes de; desde,,Colombia,http://www.youtube.com/watch?v=Pm6IXg1oEL4&ob=av2e,,,,,,
Shakira,Estoy aquí,present indicative,,,Colombia,http://www.youtube.com/watch?v=l5bV37SZ7NE,,,,,,
Shakira,Nunca me acuerdo de olvidarte,,,,Colombia,https://www.youtube.com/watch?v=mA_yCOlbGiw,,,,,,
Shakira,Sale el sol,,,dedicated to Gustavo Cerati,Colombia,http://www.youtube.com/watch?v=idcighADREA,,,,,,
Shakira,"Suerte (Whenever, Wherever)",,,,Colombia,http://www.youtube.com/watch?v=a8Rwz6zBJSE ; just lyrics: http://www.youtube.com/watch?v=vPWzZ_bbEZE,,,,,,
Shakira,"Waka, Waka Esto es áfrica",,,Mundial 2010,Colombia,http://www.youtube.com/watch?v=dzsuE5ugxf4,,,,,,
Shakira ft. Gustavo Cerati,No,"negative familiar commands, shoe verbs in present indicative, present subjunctive",,,Colombia,http://www.youtube.com/watch?v=WhoPPnDiY5c,,,,,,
Sie7e,Alo,preterite imperfect,,,Puerto Rico,http://www.youtube.com/watch?v=u6gCp6dP0d4&feature=fvwrel,,,,,,
Sie7e,"Cógelo Ahora, que después se va",,,,Puerto Rico,http://www.youtube.com/watch?v=uSV9KD6F70I&feature=related,,,,,,
Sie7e,"Don't Worry, Be Happy en español",,,,Puerto Rico,http://www.youtube.com/watch?v=lCJ8YmWBiQU&feature=related,,,,,,
Sie7e,Elévate,familiar commands,,positive message for life without drugs,Puerto Rico,http://www.youtube.com/watch?v=Pr6WBw6F-sw&feature=related,,,,,,
Sie7e,I'm sorry,object pronouns,"pedir perdón, lo siento",Spanish/English lyrics,Puerto Rico, http://www.youtube.com/watch?v=1GeGcs5i7N0  ;  http://www.youtube.com/watch?v=CmhaaKUGo84,,,,,,
Sie7e,No más víctimas de balas perdidas,,,for those victims who are caught in the crossfire,Puerto Rico,http://www.youtube.com/watch?v=-ZvQhRpKdgU&feature=player_embedded,,,,,,
Sie7e,Para mí,por verus para,,,Puerto Rico,http://www.youtube.com/watch?v=bETKCpxw7NE&feature=related,,,,,,
Sie7e,Silencio ,,,No más víctimas de balas perdidas,Puerto Rico,http://www.youtube.com/watch?v=-ZvQhRpKdgU&feature=related,,,,,,
Sie7e,So what?,present indicative,,Spanish/English; positive affirmation,Puerto Rico,https://www.youtube.com/watch?feature=player_embedded&v=utF0fpGgv0o  ; https://www.youtube.com/watch?v=V0wGySDC2pA,,,,,,
Sie7e,Te regalo una promesa,"present indicative, infinitives",,"positive message, everything will be better",Puerto Rico,http://www.youtube.com/watch?v=8SB431YbGcU&feature=player_embedded,,,,,,
Sie7e,Tengo tu love/Tengo tu amor,present indicative,vale más,current culture references,Puerto Rico,http://www.youtube.com/watch?v=qaShyjYClD8,,,,,,
Sie7e ft. Ziggy Marley,Mucha Cosa Buena remix,imperfect; present indicative,,,Puerto Rico,http://www.youtube.com/watch?feature=player_embedded&v=aZx18khdgDc,,,,,,
Ska P,McDolar,,,globalization,Spain,,,,,,,
Ska-P,"Ali, el magrebi",,,Immigration,Spain,http://www.youtube.com/watch?v=oe_vhYh7UU8,,,,,,
Slusion productions,por and para rap,,,spanish project,,http://www.youtube.com/watch?v=fd0dlBZEw18&feature=channel,,,,,,
Slusion productions,ser and estar,,,spanish project,,http://www.youtube.com/watch?v=lY10_T_ROq4&feature=related,,,,https://www.youtube.com/watch?v=ooDf1hCJZOc,,
"Socoto, Sergio",Tu casa,preterite versus imperfect,casa,,Ecuador,http://www.youtube.com/watch?v=ISLWommQuYY,,,,,,
Soda Stereo,Cuando pase el temblor,future,,,Argentina,http://www.youtube.com/watch?v=F0iWc9LbHH0&feature=related,,,,,,
Soda Stereo,De Música Ligera,preterite,,,Argentina,http://www.youtube.com/watch?v=KpiY999wHTM&feature=related,,,,,,
"Solis, Javier",Mexico Querido y Lindo,,,Mexican Independence,México,http://www.youtube.com/watch?feature=player_embedded&v=ITK84zpB_JU#!,,,,,,
Sones de Mexico,Esta tierra es tuya,,,Immigration   This Land is Your Land,U.S.,https://www.youtube.com/watch?v=q1R4xFrQQNE,,,,,,
Sonus,Vecina,,,,U.S./Argentina,https://www.youtube.com/watch?feature=player_embedded&v=S2Hn9AfET8g,,,,,,
"Sosa, Mercedes",Me gustan los estudiantes,,"occupations, academics",student movement in Chile,Chile,http://www.youtube.com/watch?v=nMZ6q7rXIhY,,,,,,
"Sosa, Mercedes",Sobreviviendo,"Present, preterite, perfects, subjunctive",,"world problems, death, survival",Argentina,,,,,,,
Spanish students,¿Qué tiempo hace hoy?,,weather,spanish project to the old song,U.S.,http://www.youtube.com/watch?v=qHVdHPIHnNQ,,,,,,
Sr. Nadie,Me duele la cabeza,,,,Spain,,,,,,,
Sr. Wooly,Billy la bufanda,,clothing,Spanish teacher original song,U.S.,http://www.senorwooly.com/video_billy.php,,,,,,
Sr. Wooly,,direct object pronouns,,,U.S.,https://www.youtube.com/watch?feature=player_embedded&v=8Ce9fjpvG5c,,,,,,
Sra. Huber,Spanish Subject Pronouns,subject pronouns,,teacher created video,U.S.,http://www.youtube.com/watch?v=iNqJle2NgyM,,,,,,
Statika,El campo está florido,,"nature, bosque, rio, primavera",,Venezuela,http://www.youtube.com/watch?v=TOAnXTa3S_k&feature=related,,,,,,
Statika,Esto se nos va,object pronouns,,,Venezuela,http://www.youtube.com/watch?v=YHrjIPD8rv8,,,,,,
Statika,Santa llegó a la ciudad,,,Christmas,Venezuela,http://www.youtube.com/watch?v=070ad4OMfxc&feature=related,,,,,,
Statika,Soy todo Corazón,,"ciudad,",Video Oficial de la FISS 2012 (Feria Internacional de San Sebastían),Venezuela,http://www.youtube.com/watch?v=excLqUu5zFE,,,,,,
Sting,Ellos danzan solo (Cueca Solo),,,"Chile, Pinochet, El Día de las Madres",England,http://www.youtube.com/watch?v=N7pVB-gWaq4 ; ,,,,,,
"Stoessel, Martina","Libre soy, Let it go ",,,,Argentina,https://www.youtube.com/watch?v=f4tGddRblok,,,,,,
Subsuelo,El Viejo Boombap,,,"Music from the the award-winning film 'Kumpania: Flamenco Los Angeles"" http://kumpaniamovie.com/",,https://www.youtube.com/watch?feature=player_embedded&v=_ghpAF8pDDg,,,,,,
Subway,Asi se hace,,food,,México,http://www.youtube.com/watch?feature=player_embedded&v=pT-P5YrcpVk,,,,,,
Subway,Asi se hace,,food,,México,https://www.youtube.com/watch?v=OGBn_EEcjqg&feature=player_embedded,,,,,,
Sudakaya ft. Kaer,Mi tierra,,geografía/ naturaleza,comparisons mi tierra/tu tierra,Ecuador,http://www.youtube.com/watch?v=P4cIbqPTxlE,,,,,,
Sui Generis,Necesito,present subjunctive,,necesito a alguien que…..,,http://www.youtube.com/watch?v=Pm820ENUIrw&feature=player_embedded#!,,,,,,
Super Bowl commercial,America the Beautiful,,,controversial Coca Cola commercial in many languages,U.S.,https://www.youtube.com/watch?v=ilxRtxqYWt0,,,,,,
Supervielle,Perfume  (Buenos Aires emociona ),,,travel video,Argentina,http://www.youtube.com/watch?feature=player_embedded&v=xWiAW6-Hjd8#!,,,,,,
"Syntek, Aleks",Hay un amigo en mí,,,Toy Story III part of the trailer,,http://www.youtube.com/watch?v=b7gYadhs6mk&feature=related,,,,,,
"Syntek, Aleks",Más de mil años,,,,,http://www.youtube.com/watch?v=kMfZeAEF8h4&feature=fvw,,,,,,
"Syntek, Aleks",Soy tu amigo fiel,,,Toy Story III,,http://www.youtube.com/watch?v=NG6EfFa6-7Y&feature=channel,,,,,,
Taboo (Black Eyed Peas),One Heart One Voice,,mostly English,"immigration,  ley SB 1070 de Arizona. ","U.S., Mexico",http://www.youtube.com/watch?v=xaCxTO3Z3vk&feature=player_embedded,,,,,,
Tam Tam Go!,Atrapados en la red,,internet,social media,,http://www.youtube.com/watch?v=T1JU8REdcWg&feature=player_embedded#!,,,,,,
Tan Bionica,Música,,,,Argentina,https://www.youtube.com/watch?v=F6e7vF_MalQ  ; https://www.youtube.com/watch?v=Y1zXBvRyKeU,,,,,,
Tapón,Hasta la muerte,,"fútbol, Costa Rica",FIFA 2010  COSTA RICA,Costa Rica,http://www.youtube.com/watch?v=NRI-3FzpdUQ,,,,,,
Telling Time,El Señor Reloj,telling time,,,,http://www.youtube.com/watch?v=4H3Qw9UFRio,,,,,,
Tercer Cielo , Mi ultimo día,past subjunctive,como si fuera,,Dominican Republic,https://www.youtube.com/watch?v=MWd4ojzjFJk,,,,,,
Tercer Cielo y Annette Moreno,Demente,,,Christian song,Bolivia?,http://www.youtube.com/watch?v=7Mywdd7STz8,,,,,,
Thalía,Qué será de ti,,,,México,http://www.youtube.com/watch?v=WqI3u3tQEww&feature=related,,,,,,
Thalia ft. Prince Royce,Te perdiste mi amor,preterite,,"Spanish, English   ","Mexico, U.S.",https://www.youtube.com/watch?v=39Pngb7MAas,,,,,,
The Pinker Tones,Polos opuestos,"gusta, molesta, interesa",Opposites,tons of cultural references,Spain,http://www.youtube.com/watch?v=ZcPx-PGmk48,,,,,,
The Sandpipers,Cuando salí de Cuba,,,,U.S.,http://www.youtube.com/watch?v=BcHfbxcTuuA&feature=fvsr,,,,,,
The Sandpipers,Guantanemera,,,,U.S.,http://www.youtube.com/watch?v=9APPCQpquds,,,,,,
"Tijoux, Ana",1977,,,,Chile,http://www.youtube.com/watch?v=yiQ7S38nKog&feature=player_embedded#at=56,,,,,,
"Tijoux, Ana",Shock,,,"student movement in Chile, Shock Doctrine from the 1970's",Chile,http://www.youtube.com/watch?v=177-s44MSVQ,,,,,,
"Tijoux, Ana",Somos Sur,,,,Chile,https://www.youtube.com/watch?v=HgXdA6aY1EE,,,,,,
"Tito ""El Bambino""",El Amor ,,,"amor, use with La fe Quim Monzó unit",Puerto Rico,http://www.youtube.com/watch?v=-oMmw2N1VbM&feature=fvwrel,,,,,,
"Tito ""El Bambino""",Llama al sol,future tense,"nature: sol, luna, lluvia",,Puerto Rico,http://www.youtube.com/watch?v=QrvGvJ2sjug,,,,,,
"Tito ""El Bambino""",Te comencé a querer,"preterite, imperfect, past subjunctive, conditional",,,Puerto Rico,http://www.youtube.com/watch?v=yPn0jBxiGtg,,,,,,
"Tito ""El Bambino""",Te pido perdón,present indicative,,,Puerto Rico,http://www.youtube.com/watch?v=1mxdTPtHoiM&feature=PlayList&p=AFDBCFB0DA634F33&playnext_from=PL&index=9,,,,,,
Torita ft. Paisa y Mary Z,Todo te lo di,,,Peruvian hip hop,Peru,https://www.youtube.com/watch?feature=player_embedded&v=JyrPlm6sjCM,,,,,,
"Torres, Diego",Creo en América,,,official song Copa América 2011,Argentina,http://www.youtube.com/watch?v=7v_pv7YZ23Q&feature=related ; with lyrics http://www.youtube.com/watch?v=5rcowTVvbPs,,,,,,
"Torres, Diego",Guapa,"future, preterite",daily routine,,Argentina,angel,,,,,,
"Torres, Diego",Mi corazón se fue,present subjunctive; infinitives,,,Argentina,http://www.youtube.com/watch?v=WTgr-j4_H9w,,,,,,
"Torres, Diego",Sueños,present subjunctive,love,,Argentina,some versions with Julieta Venegas,,,,,,
"Torres, Tommy",Imparable,present indicative,"""-able"", tanto, nature",,Puerto Rico,with Jesse y Joy,,,,,,
"Torres, Tommy",Querido Tommy,"present indicative, leer, escribir, salir, ir, etc.",,,Puerto Rico,https://www.youtube.com/watch?v=CktQxuDkYGg,,,,,,
"Torres, Tommy",Tarde o Temprano,present indicative/subjunctive,,,Puerto Rico,http://www.youtube.com/watch?v=BzyMdtgmeI0&feature=related,,,,,,
"Torres, Tommy with Arjona, Ricardo",Mientras Tanto,many tenses,,,PuertoRico/Guatemala,http://www.youtube.com/watch?feature=player_embedded&v=n6vmLruYNic,,,,,,
"Tovar, Nicolas y Clark, Jierra",The Prayer,,,English and Spanish ,Colombia,http://www.youtube.com/watch?v=GpLraaKAiw4,,,,,,
Tres Coronas,Bang Bang Rocca,,,Immigration    Narcoviolencia,Colombia y La República Dominicana ,https://www.youtube.com/watch?v=nEFm2k-V6Bg ,,,,,,
"Trevi, Gloria",No soy un pajaro,,,,México,http://www.youtube.com/watch?v=EknNH7U90fA,,,,,,
Trio Marimbero,Viva la vida,,,Frida Kahlo,Mexico,video that has the mp3 soundtrackhttp://www.youtube.com/watch?v=2zm-vmqseQs,,,,,,
"Ubago, Alex",Mientras tu me querIas,,,,Spain,https://www.youtube.com/watch?v=ZOOaNzieLPM,,,,,,
"Ubago, Alex",Poema 20,,,Pablo Neruda (Chile),Spain,http://www.youtube.com/watch?v=EJXraRqi6eQ,,,,,,
"Ubago, Alex",Qué pides tú,stem changing verbs; present subjunctive,,,Spain,http://www.youtube.com/watch?v=S2pD6SclMrg,,,,,,
"Ubago, Alex",Sin miedo a nada,"reflexive verbs, indirect objects",,,Spain,duet with Amaia Montero,,,,,,
"Valenzuela, Francisca",Dulce,,"dulce, amargo, miel",,Chile,http://www.youtube.com/watch?v=5tSvOiaDVMc,,,,,,
"Valle, Joel",Colores Colores,,colors,,,http://www.youtube.com/watch?v=De4rSfs_oVE,,,,,,
Vanilas,Tú,,,,Spain,http://vimeo.com/25469748#at=0,,,,,,
"Vargas, Chavela",La Llorona,,,"legend La Llorona, Frida Kahlo",México,http://www.youtube.com/watch?v=0gQ31m4Yt0s&feature=player_embedded,,,,,,
Various artists,"Ay, Haití",,,"rebuilding, hope response to Haiti earthquake",,http://www.youtube.com/watch?v=O8sUCemdoDw; subtitled ,,,,,,
Various artists,Somos el mundo,,"love, hope","natural disasters, response to Haiti earthquake",,http://www.youtube.com/watch?v=PwrkGtjj8b4&feature=related,,,,,,
"Vasquez, Karla",Yo soy asi,many tenses; future,,,Chile,http://www.youtube.com/watch?feature=player_embedded&v=0iqqERd6Lf0,,,,,,
"Vega, Juan Pablo",Despedida,,,,Colombia,https://www.youtube.com/watch?feature=player_embedded&v=RjmtVwgWqTY,,,,,,
"Vélez, Juan",Te tengo o te perdí,object pronouns; infinitives,,,Puerto Rico,http://www.youtube.com/watch?v=AoIxtZ7-eyY,,,,,,
"Vélez, María Teresa",Sin miedo a perder,infinitives,,,Ecuador,http://www.youtube.com/watch?v=12WnfzKEnPo,,,,,,
"Venegas, Julieta",Abel,,,from the movie Abel,U.S.,http://www.youtube.com/watch?v=-jqatvvMxXk&feature=related,,,,,,
"Venegas, Julieta",Andar conmigo,"stemchanging verbs, familiar commands",,,U.S.,http://www.youtube.com/watch?v=Rrw5xBZyzxc; http://www.youtube.com/watch?v=1-xf8ltccVI,,,,,,
"Venegas, Julieta",El Presente,present indicative,,,U.S.,http://www.youtube.com/watch?v=NMtAfwNvWJ0,,,,,,
"Venegas, Julieta",Limón y sal,"present indicative,object pronouns",,,U.S.,"http://www.youtube.com/watch?v=tIpzfs5tBJU; object pronouns attached to infinitive, in front of conjugated verb",,,,,,
"Venegas, Julieta",Me voy,present indicative and preterite,,,U.S.,http://www.youtube.com/watch?v=0v92OsaD40w&feature=related,,,,,,
"Venegas, Julieta",Sería feliz,"past subjunctive, si clauses",,,U.S.,http://www.youtube.com/watch?v=aua7bXb9XcU ; ,,,,,,
"Venegas, Julieta",Tuve para dar,preterite/imperfect; tuve para dar,,violence in Mexico,U.S.,http://www.youtube.com/watch?v=tkJc1VuJti8,,,,,,
"Venegas, Julieta con Tijoux, Ana  ",Eres para mí,para,,,U.S./ Chile,http://www.youtube.com/watch?v=pj2ntDiXJCk,,,,,,
"Venegas, Julieta with Bajofondo",Pa'Bailar,"saber, Sé, no sé",,tango,,http://www.youtube.com/watch?feature=player_embedded&v=ZDGXV72zcg8,,,,,,
Vetusta Morla,Copenhague,,,,Spain,http://www.youtube.com/watch?v=Mw2cy_7rWF0&feature=related,,,,,,
Vetusta Morla,La marea,me dejó,"marea, concha",,Spain,http://www.youtube.com/watch?v=XBLfeobB-kk&feature=related,,,,,,
Vetusta Morla,Lo que te hace grande,present subjunctive,,,Spain,http://www.youtube.com/watch?v=BtU-PrWknWA&feature=related,,,,,,
Vetusta Morla,Otro día en el mundo,,,,Spain,http://www.youtube.com/watch?v=9K5UrzaKgaY&feature=related,,,,,,
Vetusta Morla,Sálvese quien pueda,puedo + infinitive,,,spain,http://www.youtube.com/watch?v=N1uTrIJCAOU&feature=related,,,,,,
Vicentico,Creo que me enamoré,preterite,,"fue, me sentí, pude, seguí, encontré, me desperté, sonó, dio, fuiste, hizo, ",Argentina,https://www.youtube.com/watch?v=-BrpJGNo4TY,,,,,,
Vicentico,Paisaje,,,,Argentina,http://www.youtube.com/watch?v=baYp-Sn_cgM&ob=av2e,,,,,,
"Vives, Carlos",Bailar contigo,present indicative,,,Colombia,http://www.youtube.com/watch?feature=player_embedded&v=72G9udHaAPI,,,,,,
"Vives, Carlos",Como Tú,past subjunctive,,,Colombia,http://www.youtube.com/watch?v=L_4A5vYpN9s,,,,,,
"Vives, Carlos",La Tierra del ovido,,"nature  luna, mar, noche, viento , tierra, sol",,Colombia,http://www.youtube.com/watch?v=0r3RbeYSeoU,,,,,,
"Vives, Carlos",Volví a nacer,"Puedo + infinitive, quiero + infinitive",volver a + infinitive,,Venezuela,http://www.youtube.com/watch?v=inySMqgPRYc&feature=player_embedded,,,,,,
"Vives, Carlos ft. Chocquibtown",El mar de tus ojos,,,,Colombia,https://www.youtube.com/watch?v=_FjqCMXC8NM,,,,,,
"Vives, Carlos y Michel Telo",Como le gusta tu cuerpo,preterite/imperfect,,Portuguese/Spanish; lyrics may not be high school appropriate,Colombia/Brasil,http://www.youtube.com/watch?feature=player_embedded&v=UGvga5s-eLY,,,,,,
Voces Unidos Por Chile,Gracias a la vida,,,"response to the Chile earthquake Feb. 2010; Beto Cuevas, JLG, Alejandro Sanz, y mas",Chile,http://www.youtube.com/watch?v=CJ8bUJYN1Go&feature=player_embedded#!,,,,,,
Voodoo Souljah,Hija de Zion,present indiciative; present perfect,,African Colombian roots and culture,Colombia,http://www.youtube.com/watch?v=Q0P9nD7-MKk,,,,,,
Widinson,Pueblo Querido,,,"immigration, Ecuador,",Ecuador,http://www.youtube.com/watch?feature=player_embedded&v=1ZC04dxYV58#!,,,,,,
"Williams, Pharrell",Happy,,,"video (in English) made in Valencia, Spain",U.S./Spain,http://vimeo.com/86881268#at=0,,,,,,
Wisin y Yandel,Pam Pam    (Lambada)  2006,,Lambada," 5, Llorando se fue melody, beat don't view the video",Puerto Rico,http://www.youtube.com/watch?v=MLbM3_Hy098,,,,,,
Xriz,Me enamore,preterite,,,,https://www.youtube.com/watch?feature=player_embedded&v=PAQ9IR--hBs,,,,,,
Yakko,El mundo de Yakko,,,countries of the world in Spanish,,http://www.youtube.com/watch?feature=player_embedded&v=3hJzu6sUWdE,,,,,,
Yandar & Yostin feat. Andy Rivera,Te Pintaron Pajaritos,preterite/imperfect,,,Spain,http://www.youtube.com/watch?feature=player_embedded&v=Rfc6rh0Sm0I,,,,,,
Yerson & Stuard,No más minas,,"landmines, war","mines, war",Colombia,http://www.youtube.com/watch?v=uc-S4OnFwtw,,,,,,
Youtube channel lauren Bruzonic,Las Calabazas,,"food, pumpkin, seasons",,?,http://www.youtube.com/watch?v=Q33Md29LHSc,,,,,,
Youtube channel lauren Bruzonic,sopa o sopa,,food,,?,http://www.youtube.com/watch?v=2U9eg3H6-9I#,,,,,,
Yuridia,El Hombre del Piano,,,,México,http://www.youtube.com/watch?v=TWIgWh5F5HU&feature=related,,,,,,
Zaz,Historia de un amor,,,dance from Spain,France,https://www.youtube.com/watch?v=uOYiPoWtL6c,,,,,,
Zehtyan,Sin Parar,infinitives,,,Colombia,http://www.youtube.com/watch?v=ql1c8Putqe0&feature=player_embedded#at=25,,,,,,
Zoe,Labios Rotos,"familiar affirmative commands, object pronouns",roto,,México,http://www.youtube.com/watch?v=7h2ryr_uUEs&ob=av3e,,,,,,
Zoe,Nunca,many verb tenses,,MTV unplugged,México,http://www.youtube.com/watch?v=haI2iYHOUOA&feature=player_embedded#at=18,,,,,,
Zoe,Soñe,,,unplugged MTV,México,http://www.youtube.com/watch?v=R3LTwt_VPcY,,,,,,
,Cantando el pedido a McAuto/McDonalds,,food,,Spain,http://www.youtube.com/watch?feature=player_embedded&v=chkBBbIgK4M,,,,,,
,"Las tres R. Reducir, Reutilizar y Reciclar",,,"video by Spanish school children, use for Earth Day?",Spain,http://vimeo.com/33090163#,,,,,,
,Los Quehaceres,,chores,student made video with a multitude of chores,U.S.,https://www.youtube.com/watch?feature=player_embedded&v=d-_HGsvsRPo,,,,,,
,Manu Chao,Clandestino,,immigration; version in Arizona,Spain,http://www.youtube.com/watch?v=Gbd7JvN2blw&feature=player_embedded,,,,,,
,por and para response,por versus para,,spanish project   ,,http://www.youtube.com/watch?v=D2-dckosgZ0,,,,,,
,Puente a Mallorca,tener miedo,transportation,,Spain,http://www.youtube.com/watch?feature=player_embedded&v=d-zu6Zpjkr0#!,,,,,,
,Sabroso o malo,,food,,,http://www.youtube.com/watch?feature=player_embedded&v=1LJgao21w_c#t=30,,,,,,
,Todo el mundo es música,,,"series of 6 videos for music in Argentina, Cuba, Mexico, Honduras, Peru","Argentina, Cuba, México, Perú, Honduras",http://www.rtve.es/alacarta/videos/todo-el-mundo-es-musica/,,,,,,
,Vamonos de tapas,,,tapas,Spain,https://www.youtube.com/watch?feature=player_embedded&v=p4ZblkTy0KE#t=27,,,,,,
,Vendo mi casa cantando,,la casa,selling a house by video,Spain,http://www.youtube.com/watch?feature=player_embedded&v=0BvpoLefzwc,,,,,,
,Zindagi Na Milegi Dobara,,,"from the movie, Hindi and Spanish",Spain/India,http://www.youtube.com/watch?feature=player_embedded&v=PuhOFhmy3BU#!,,,,,,
